position,source_text,context,line_no,module,type,document_name
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Admit,,75,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Processing Patient Admission,,100,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Transfer,,139,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Not Allowed,,152,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Check-in time cannot be greater than the current time,,153,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/inpatient_record/inpatient_record.js,Process Transfer,,172,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Employee,,115,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,"If you want to track Payroll and other HRMS operations for a Practitoner, create an Employee and link it here.",,116,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Practitioner Schedules,,120,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Set the Practitioner Schedule you just created. This will be used while booking appointments.,,121,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Out Patient Consulting Charge Item,,125,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Create a service item for Out Patient Consulting.,,126,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Inpatient Visit Charge Item,,130,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,"If this Healthcare Practitioner works for the In-Patient Department, create a service item for Inpatient Visits.",,131,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Out Patient Consulting Charge,,135,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Set the Out Patient Consulting Charge for this Practitioner.,,136,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,Inpatient Visit Charge,,141,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.js,"If this Healthcare Practitioner also works for the In-Patient Department, set the inpatient visit charge for this Practitioner.",,142,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.py,User {0} does not exist,,58,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.py,User {0} is disabled,,60,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner.py,User {0} is already assigned to Healthcare Practitioner {1},,68,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner_dashboard.py,This is based on transactions against this Healthcare Practitioner.,,9,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner_dashboard.py,Appointments and Patient Encounters,,13,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_practitioner/healthcare_practitioner_dashboard.py,Consultation,,17,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,Invoice Patient Registration,,23,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,Patient Progress,,29,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,View,,32,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,Patient History,,34,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,View,,37,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,Medical Record,,45,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,AGE,,59,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,Please select a valid Date,,71,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,AGE,,75,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,Please save the patient first,,115,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.js,Please save the patient first,,125,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.py,"Please set defaults for Customer Group, Territory and Selling Price List in Selling Settings",,88,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.py,"User exists with Email {}, Mobile {}<br>Please check email / mobile or disable 'Invite as User' to skip creating User",,98,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.py,Years(s),,148,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.py,Month(s),,148,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.py,Day(s),,148,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.py,Customer {0} is created.,,242,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient.py,Patient not found,,269,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient_dashboard.py,This is based on transactions against this Patient. See timeline below for details,,9,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient_dashboard.py,Appointments and Encounters,,16,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient_dashboard.py,Lab Tests and Vital Signs,,20,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient_dashboard.py,Rehab and Physiotherapy,,24,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient_dashboard.py,Surgery,,28,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient_dashboard.py,Admissions,,32,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient/patient_dashboard.py,Billing and Payments,,36,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/exercise_type/exercise_type.js,Add,,32,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/exercise_type/exercise_type.js,Add Exercise Step,,90,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/exercise_type/exercise_type.js,Add,,137,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/exercise_type/exercise_type.js,Edit Exercise Step,,144,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/exercise_type/exercise_type.js,Edit,,176,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,{0} with {1},,51,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,"Not allowed, {} cannot exceed maximum capacity {}",,102,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,"Not allowed, cannot overlap appointment {}",,108,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Patient {0} is not admitted in the service unit {1},,122,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Appointment for service units with Inpatient Occupancy can only be created against the unit where patient has been admitted.,,123,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Invalid Healthcare Service Unit,,124,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Please set a Customer linked to the Patient,,140,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Customer Not Found,,142,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,{0}: {1} has fee validity till {2},,158,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Sales Invoice {0} created,,227,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Consulting Charges: {0},,247,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Appointment {0} and Sales Invoice {1} cancelled,,263,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Appointment Cancelled. Please review and cancel the invoice {0},,265,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Appointment Cancelled.,,268,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Fee Validity {0} updated.,,270,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,{0} does not have a Healthcare Practitioner Schedule. Add it in Healthcare Practitioner master,,314,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Practitioner Schedule Not Found,,315,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Healthcare Practitioner not available on {0},,320,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Not Available,,320,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Not Available,,335,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,{0} is on a Half day Leave on {1},,343,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Not Available,,343,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,{0} is on Leave on {1},,345,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Not Available,,345,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Practitioner {0} does not have a Service Unit set against the Practitioner Schedule {1}.,,401,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Service Unit Not Found,,403,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Practitioner {0} does not have a Practitioner Schedule assigned.,,406,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Practitioner Schedule Not Found,,408,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Appointment Confirmation Message Not Sent,,430,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,Appointment Confirmation Message Not Sent,,431,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.py,"SMS not sent, please check SMS Settings",,484,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Check Availability,,57,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Not Allowed,,60,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Please select Patient first,,61,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Not Allowed,,75,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Please select a Mode of Payment first,,76,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Not Allowed,,82,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Please set the Paid Amount first,,83,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Save,,95,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Patient History,,99,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,View,,102,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Cancel,,106,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Reschedule,,109,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Clinical Procedure,,114,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Create,,119,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Therapy Session,,121,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Patient Encounter,,128,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Create,,133,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Vital Signs,,136,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Create,,138,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Not Therapies Prescribed,,274,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,There are no Therapies prescribed for Patient {0},,275,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Not Available,,294,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Healthcare Practitioner {0} not available on {1},,295,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Available slots,,303,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Book,,314,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Fetching Schedule...,,414,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Appointment date and Healthcare Practitioner are Mandatory,,417,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Practitioner Schedule:,,429,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Service Unit:,,430,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Maximum Capacity:,,433,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Full,,481,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,slots available for booking,,483,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Each slot indicates the capacity currently available for booking,,498,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Not Found,,517,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,No Prescribed Procedures found for the selected Patient,,518,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Not Allowed,,525,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Please select a Patient first,,526,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Prescribed Procedures,,533,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,There are no procedure prescribed for ,,572,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Prescribed Therapies,,580,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Please select patient,,626,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Are you sure you want to cancel this appointment?,,638,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Years(s),,658,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Month(s),,658,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment.js,Day(s),,658,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/patient_appointment/patient_appointment_dashboard.py,Consultations,,14,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/appointment_type/appointment_type_dashboard.py,Patient Appointments,,11,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,Link Customer to Patient,,46,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,"If checked, a customer will be created for every Patient. Patient Invoices will be created against this Customer. You can also select existing Customer while creating a Patient. This field is checked by default.",,47,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,Collect Registration Fee,,51,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,"If your Healthcare facility bills registrations of Patients, you can check this and set the Registration Fee in the field below. Checking this will create new Patients with a Disabled status by default and will only be enabled after invoicing the Registration Fee.",,52,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,Automate Appointment Invoicing,,56,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,Checking this will automatically create a Sales Invoice whenever an appointment is booked for a Patient.,,57,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,Healthcare Service Items,,61,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,"You can create a service item for Inpatient Visit Charge and set it here. Similarly, you can set up other Healthcare Service Items for billing in this section. Click ",,62,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js, to know more,,62,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,Set up default Accounts for the Healthcare Facility,,66,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,"If you wish to override default accounts settings and configure the Income and Receivable accounts for Healthcare, you can do so here.",,67,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,Out Patient SMS alerts,,72,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js,"If you want to send SMS alert on Patient Registration, you can enable this option. Similary, you can set up Out Patient SMS alerts for other functionalities in this section. Click ",,73,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.js, to know more,,73,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.py,Registration Fee cannot be negative or zero,,23,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/healthcare_settings/healthcare_settings.py,Configure a service Item for {0},,35,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Get from Patient Encounter,,29,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Approve,,35,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Actions,,37,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Reject,,38,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Actions,,40,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Send SMS,,45,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,"Not permitted, configure Lab Test Template as required",,88,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,"Not permitted, configure Lab Test Template as required",,95,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Please select Patient to get Lab Tests,,129,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Lab Tests,,135,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,No Lab Tests found for the Patient {0},,175,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Send,,193,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,"Did not send SMS, missing patient mobile number or message content.",,238,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Years(s),,261,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Month(s),,261,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.js,Day(s),,261,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Row #{0}: Result for Secondary UOM not calculated,,55,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Warning,,55,,,
../apps/translator/translator/translator/doctype/extract_strings_job/fixtures/healthcare/healthcare/healthcare/doctype/lab_test/lab_test.py,Row #{0}: Please enter the result value for {1},,61,,,
